date,Controller1-0.time-based_0-flow2b,Controller1-0.time-based_0-res_load,Controller1-0.time-based_0-dump,Battery1-0.time-based_0-p_out,Battery1-0.time-based_0-soc,PV1-0.time-based_0-pv_gen,Wind1-0.time-based_0-wind_gen,Load1-0.time-based_0-load_dem,FossilPlant1-0.time-based_0-gen_pow,Nuclear1-0.time-based_0-gen_pow,FossilPlant1-0.time-based_0-emission,FossilPlant1-0.time-based_0-fossil_fuel_burned,FossilPlant1-0.time-based_0-biomass_burned,Nuclear1-0.time-based_0-waste_produced,Nuclear1-0.time-based_0-fuel_burned
2012-06-01 00:00:00,-0.1916864736198332,0.1916864736198332,-0.0,0.0,100.0,0.0,0.2955745888801668,0.4872610625,0.1916864736198332,500,0.1572241995721912,0.0635249291200772,0.0158812322800193,1.8939393939393937e-08,0.0001893939393939
2012-06-01 00:15:00,-0.2240136577968634,0.2240136577968634,-0.0,-0.1916864736198332,93.344,0.0,0.2487711447031365,0.4727848025,0.2240136577968634,500,0.1837394541995814,0.0742381633129622,0.0185595408282405,1.8939393939393937e-08,0.0001893939393939
2012-06-01 00:30:00,-0.2226011208954253,0.2226011208954253,-0.0,-0.2240136577968634,85.566,0.0,0.2671914178545747,0.48979253875,0.2226011208954253,500,0.182580869665676,0.0737700483497681,0.018442512087442,1.8939393939393937e-08,0.0001893939393939
2012-06-01 00:45:00,-0.2221044286318455,0.2221044286318455,-0.0,-0.2226011208954253,77.837,0.0,0.2637768726181544,0.4858813012499999,0.2221044286318455,500,0.1821734750170066,0.0736054444513158,0.0184013611128289,1.8939393939393937e-08,0.0001893939393939
2012-06-01 01:00:00,-0.2411808014619552,0.2411808014619552,-0.0,-0.2221044286318455,70.125,0.0,0.2620805635380447,0.503261365,0.2411808014619552,500,0.1978202099812225,0.0799273575681707,0.0199818393920426,1.8939393939393937e-08,0.0001893939393939
2012-06-01 01:15:00,-0.2208949909751067,0.2208949909751067,-0.0,-0.2411808014619552,61.751,0.0,0.1889394627748932,0.4098344537499999,0.2208949909751067,500,0.1811814756133849,0.0732046366114686,0.0183011591528671,1.8939393939393937e-08,0.0001893939393939
2012-06-01 01:30:00,-0.2038194267682605,0.2038194267682605,-0.0,-0.2208949909751067,54.081,0.0,0.1795723132317394,0.38339174,0.2038194267682605,500,0.1671758347146462,0.0675457918038974,0.0168864479509743,1.8939393939393937e-08,0.0001893939393939
2012-06-01 01:45:00,-0.1954580044473053,0.1954580044473053,-0.0,-0.2038194267682605,47.004,0.0,0.1869054430526946,0.3823634474999999,0.1954580044473053,500,0.1603176672765801,0.0647748150612445,0.0161937037653111,1.8939393939393937e-08,0.0001893939393939
2012-06-01 02:00:00,-0.0814829461439506,0.0814829461439506,-0.0,-0.1954580044473053,40.217,0.0,0.1782599751060493,0.25974292125,0.0814829461439506,500,0.0668335680882445,0.0270034618538361,0.006750865463459,1.8939393939393937e-08,0.0001893939393939
2012-06-01 02:15:00,0.0296894603103028,-0.0296894603103028,-0.0,-0.0814829461439506,37.388,0.0,0.2043083028103028,0.1746188425,-0.0296894603103028,500,-0.0243517528642914,-0.0098390920663803,-0.002459773016595,1.8939393939393937e-08,0.0001893939393939
2012-06-01 02:30:00,0.0166635195569938,-0.0166635195569938,-0.0,0.0296894603103028,38.223,0.0,0.2288898683069938,0.21222634875,-0.0166635195569938,500,-0.0136676755272774,-0.0055222931423343,-0.0013805732855835,1.8939393939393937e-08,0.0001893939393939
2012-06-01 02:45:00,-0.0382600917433744,0.0382600917433744,-0.0,0.0166635195569938,38.692,0.0,0.1789153420066255,0.2171754337499999,0.0382600917433744,500,0.0313815168400502,0.0126794007434546,0.0031698501858636,1.8939393939393937e-08,0.0001893939393939
2012-06-01 03:00:00,-0.002736502532922,0.002736502532922,-0.0,-0.0382600917433744,37.364,0.0,0.1815528724670779,0.1842893749999999,0.002736502532922,500,0.0022445215473014,0.000906877392849,0.0002267193482122,1.8939393939393937e-08,0.0001893939393939
2012-06-01 03:15:00,0.1237427953103028,-0.1237427953103028,-0.0,-0.002736502532922,37.269,0.0,0.2043083028103028,0.0805655075,-0.1237427953103028,500,-0.1014957476033138,-0.0410083828700258,-0.0102520957175064,1.8939393939393937e-08,0.0001893939393939
2012-06-01 03:30:00,0.1002049701128725,-0.1002049701128725,-0.0,0.1237427953103028,40.749,0.0,0.2064664713628725,0.10626150125,-0.1002049701128725,500,-0.08218966065596,-0.0332079436993778,-0.0083019859248444,1.8939393939393937e-08,0.0001893939393939
2012-06-01 03:45:00,0.119356625419422,-0.119356625419422,-0.0,0.1002049701128725,43.567,0.0,0.1923621966694221,0.07300557125,-0.119356625419422,500,-0.097898143467463,-0.0395548054413992,-0.0098887013603497,1.8939393939393937e-08,0.0001893939393939
2012-06-01 04:00:00,0.0508329374995207,-0.0508329374995207,-0.0,0.119356625419422,46.924,0.0,0.1261193749995207,0.0752864375,-0.0508329374995207,500,-0.0416939586781487,-0.0168460439103631,-0.0042115109775907,1.8939393939393937e-08,0.0001893939393939
2012-06-01 04:15:00,-0.0409002155803861,0.0409002155803861,-0.0,0.0508329374995207,48.354,0.0,0.0821250694196138,0.123025285,0.0409002155803861,500,0.0335469870957599,0.013554338220509,0.0033885845551272,1.8939393939393937e-08,0.0001893939393939
2012-06-01 04:30:00,-0.0344408566513023,0.0344408566513023,-0.0,-0.0409002155803861,46.934,0.0,0.0738311358486976,0.1082719925,0.0344408566513023,500,0.0282489213627086,0.0114137056010944,0.0028534264002736,1.8939393939393937e-08,0.0001893939393939
2012-06-01 04:45:00,-0.035641271780737,0.035641271780737,-0.0,-0.0344408566513023,45.738,0.0,0.0674761219692629,0.10311739375,0.035641271780737,500,0.0292335203503974,0.0118115233738979,0.0029528808434744,1.8939393939393937e-08,0.0001893939393939
2012-06-01 05:00:00,-0.0488715783020645,0.0488715783020645,-0.0,-0.035641271780737,44.5,0.0,0.0813466379479355,0.13021821625,0.0488715783020645,500,0.0400852216396386,0.0161960491473287,0.0040490122868321,1.8939393939393937e-08,0.0001893939393939
2012-06-01 05:15:00,-0.0418474545294988,0.0418474545294988,-0.0,-0.0488715783020645,42.803,0.0177013723895664,0.0952638780809347,0.154812705,0.0418474545294988,500,0.0343239270788764,0.0138682533652026,0.0034670633413006,1.8939393939393937e-08,0.0001893939393939
2012-06-01 05:30:00,-0.0876200033105947,0.0876200033105947,-0.0,-0.0418474545294988,41.35,0.0311256340313927,0.1000846239080125,0.21883026125,0.0876200033105947,500,0.0718672769490379,0.0290372836157729,0.0072593209039432,1.8939393939393937e-08,0.0001893939393939
2012-06-01 05:45:00,0.1426408153743178,-0.1426408153743178,-0.0,-0.0876200033105947,38.308,0.1660777620969766,0.1106842957773411,0.1341212425,-0.1426408153743178,500,-0.1169961948803435,-0.0472711898506438,-0.0118177974626609,1.8939393939393937e-08,0.0001893939393939
2012-06-01 06:00:00,0.0367693037382226,-0.0367693037382226,-0.0,0.1426408153743178,42.32,0.0577928820028083,0.1362540679854143,0.15727764625,-0.0367693037382226,500,-0.030158749545021,-0.0121853533515236,-0.0030463383378809,1.8939393939393937e-08,0.0001893939393939
2012-06-01 06:15:00,-0.0146878970539619,0.0146878970539619,-0.0,0.0367693037382226,43.354,0.0333835124700913,0.1463430079759466,0.1944144175,0.0146878970539619,500,0.0120472395057351,0.0048675715174687,0.0012168928793671,1.8939393939393937e-08,0.0001893939393939
2012-06-01 06:30:00,0.202036551023492,-0.202036551023492,-0.0,-0.0146878970539619,42.844,0.2646774770900895,0.1769540464334025,0.2395949725,-0.202036551023492,500,-0.1657134925544797,-0.0669549464866585,-0.0167387366216646,1.8939393939393937e-08,0.0001893939393939
2012-06-01 06:45:00,-0.1167567142513049,0.1167567142513049,-0.0,0.202036551023492,48.526,0.0778951606358648,0.1303230138628302,0.32497488875,0.1167567142513049,500,0.0957656562624622,0.0386931944494796,0.0096732986123699,1.8939393939393937e-08,0.0001893939393939
2012-06-01 07:00:00,-0.0799773103923275,0.0799773103923275,-0.0,-0.1167567142513049,44.472,0.1167601587490252,0.0848886658586472,0.281626135,0.0799773103923275,500,0.0655986224427541,0.0265044939162642,0.006626123479066,1.8939393939393937e-08,0.0001893939393939
2012-06-01 07:15:00,0.0389052421188606,-0.0389052421188606,-0.0,-0.0799773103923275,41.695,0.2737137335528914,0.0540884710659691,0.2888969624999999,-0.0389052421188606,500,-0.0319106791198608,-0.0128932036847922,-0.003223300921198,1.8939393939393937e-08,0.0001893939393939
2012-06-01 07:30:00,-0.0243360654925268,0.0243360654925268,-0.0,0.0389052421188606,42.789,0.0880327162402543,0.0555797982672188,0.16794858,0.0243360654925268,500,0.0199608159383608,0.0080649761367114,0.0020162440341778,1.8939393939393937e-08,0.0001893939393939
2012-06-01 07:45:00,0.0584749460641417,-0.0584749460641417,-0.0,-0.0243360654925268,41.944,0.2426344691147597,0.040371575699382,0.22453109875,-0.0584749460641417,500,-0.0479620518670259,-0.0193786068149599,-0.0048446517037399,1.8939393939393937e-08,0.0001893939393939
2012-06-01 08:00:00,-0.1210524774760153,0.1210524774760153,-0.0,0.0584749460641417,43.589,0.1098586821731712,0.0343727016008134,0.26528386125,0.1210524774760153,500,0.0992891074575436,0.040116811093957,0.0100292027734892,1.8939393939393937e-08,0.0001893939393939
2012-06-01 08:15:00,-0.1740633183092504,0.1740633183092504,-0.0,-0.1210524774760153,39.386,0.0524013246487312,0.0514717520420182,0.277936395,0.1740633183092504,500,0.1427694160117299,0.0576846125299918,0.0144211531324979,1.8939393939393937e-08,0.0001893939393939
2012-06-01 08:30:00,0.1214935493587207,-0.1214935493587207,-0.0,-0.1740633183092504,33.342,0.3970021950252075,0.0446487555835131,0.32015740125,-0.1214935493587207,500,-0.0996508814127038,-0.0402629823889712,-0.0100657455972428,1.8939393939393937e-08,0.0001893939393939
2012-06-01 08:45:00,-0.1335338557514367,0.1335338557514367,-0.0,0.1214935493587207,36.759,0.0969147461740402,0.041599836824523,0.27204843875,0.1335338557514367,500,0.1095265262584277,0.044253141922597,0.0110632854806492,1.8939393939393937e-08,0.0001893939393939
2012-06-01 09:00:00,-0.0422232412045835,0.0422232412045835,-0.0,-0.1335338557514367,32.122,0.1355207763840534,0.0529148024113629,0.23065882,0.0422232412045835,500,0.034632153100694,0.0139927891315935,0.0034981972828983,1.8939393939393937e-08,0.0001893939393939
