Load_data
time,load
2025-12-15 00:00:00,12745.58064516129
2025-12-15 00:15:00,12583.548387096775
2025-12-15 00:30:00,12474.548387096775
2025-12-15 00:45:00,12363.064516129032
2025-12-15 01:00:00,12253.967741935483
2025-12-15 01:15:00,12127.935483870968
2025-12-15 01:30:00,12033.645161290322
2025-12-15 01:45:00,11922.0
2025-12-15 02:00:00,11859.645161290322
2025-12-15 02:15:00,11787.193548387097
2025-12-15 02:30:00,11734.967741935483
2025-12-15 02:45:00,11667.838709677419
2025-12-15 03:00:00,11652.354838709678
2025-12-15 03:15:00,11590.58064516129
2025-12-15 03:30:00,11569.612903225807
2025-12-15 03:45:00,11527.225806451614
2025-12-15 04:00:00,11556.90322580645
2025-12-15 04:15:00,11544.064516129032
2025-12-15 04:30:00,11555.741935483871
2025-12-15 04:45:00,11573.032258064517
2025-12-15 05:00:00,11729.806451612903
2025-12-15 05:15:00,11773.387096774193
2025-12-15 05:30:00,11882.516129032258
2025-12-15 05:45:00,12028.709677419354
2025-12-15 06:00:00,12406.838709677419
2025-12-15 06:15:00,12637.709677419354
2025-12-15 06:30:00,12889.483870967742
2025-12-15 06:45:00,13164.387096774193
2025-12-15 07:00:00,13682.709677419354
2025-12-15 07:15:00,14021.451612903225
2025-12-15 07:30:00,14370.709677419354
2025-12-15 07:45:00,14662.709677419354
2025-12-15 08:00:00,15068.838709677419
2025-12-15 08:15:00,15311.387096774193
2025-12-15 08:30:00,15506.90322580645
2025-12-15 08:45:00,15670.645161290322
2025-12-15 09:00:00,15842.193548387097
2025-12-15 09:15:00,15957.290322580646
2025-12-15 09:30:00,15995.677419354839
2025-12-15 09:45:00,16035.967741935483
2025-12-15 10:00:00,16027.806451612903
2025-12-15 10:15:00,16008.548387096775
2025-12-15 10:30:00,16012.709677419354
2025-12-15 10:45:00,15995.0
2025-12-15 11:00:00,15970.967741935483
2025-12-15 11:15:00,15936.709677419354
2025-12-15 11:30:00,15937.193548387097
2025-12-15 11:45:00,15938.870967741936
2025-12-15 12:00:00,15938.322580645161
2025-12-15 12:15:00,15913.290322580646
2025-12-15 12:30:00,15876.064516129032
2025-12-15 12:45:00,15863.838709677419
2025-12-15 13:00:00,15920.09677419355
2025-12-15 13:15:00,15937.354838709678
2025-12-15 13:30:00,15933.870967741936
2025-12-15 13:45:00,15919.225806451614
2025-12-15 14:00:00,15958.0
2025-12-15 14:15:00,15960.225806451614
2025-12-15 14:30:00,15977.741935483871
2025-12-15 14:45:00,16023.387096774193
2025-12-15 15:00:00,16108.387096774193
2025-12-15 15:15:00,16176.354838709678
2025-12-15 15:30:00,16270.161290322581
2025-12-15 15:45:00,16369.645161290322
2025-12-15 16:00:00,16467.548387096773
2025-12-15 16:15:00,16609.322580645163
2025-12-15 16:30:00,16830.387096774193
2025-12-15 16:45:00,17087.032258064515
2025-12-15 17:00:00,17179.25806451613
2025-12-15 17:15:00,17325.451612903227
2025-12-15 17:30:00,17381.16129032258
2025-12-15 17:45:00,17344.09677419355
2025-12-15 18:00:00,17061.83870967742
2025-12-15 18:15:00,16860.8064516129
2025-12-15 18:30:00,16699.774193548386
2025-12-15 18:45:00,16567.0
2025-12-15 19:00:00,16369.129032258064
2025-12-15 19:15:00,16191.0
2025-12-15 19:30:00,16036.258064516129
2025-12-15 19:45:00,15926.41935483871
2025-12-15 20:00:00,15707.548387096775
2025-12-15 20:15:00,15522.225806451614
2025-12-15 20:30:00,15343.645161290322
2025-12-15 20:45:00,15191.161290322581
2025-12-15 21:00:00,14994.967741935483
2025-12-15 21:15:00,14809.838709677419
2025-12-15 21:30:00,14633.741935483871
2025-12-15 21:45:00,14468.41935483871
2025-12-15 22:00:00,14208.58064516129
2025-12-15 22:15:00,13996.225806451614
2025-12-15 22:30:00,13779.967741935483
2025-12-15 22:45:00,13610.806451612903
2025-12-15 23:00:00,13404.09677419355
2025-12-15 23:15:00,13199.516129032258
2025-12-15 23:30:00,13028.548387096775
2025-12-15 23:45:00,12880.161290322581
