Load_data
time,load
2025-03-15 00:00:00,11829.433333333332
2025-03-15 00:15:00,11675.333333333334
2025-03-15 00:30:00,11525.8
2025-03-15 00:45:00,11400.4
2025-03-15 01:00:00,11288.566666666668
2025-03-15 01:15:00,11180.266666666666
2025-03-15 01:30:00,11092.166666666666
2025-03-15 01:45:00,11005.933333333332
2025-03-15 02:00:00,10979.066666666668
2025-03-15 02:15:00,10926.966666666667
2025-03-15 02:30:00,10871.233333333334
2025-03-15 02:45:00,10822.433333333332
2025-03-15 03:00:00,10836.933333333332
2025-03-15 03:15:00,10816.266666666666
2025-03-15 03:30:00,10788.7
2025-03-15 03:45:00,10788.1
2025-03-15 04:00:00,10833.2
2025-03-15 04:15:00,10833.433333333332
2025-03-15 04:30:00,10858.5
2025-03-15 04:45:00,10878.166666666666
2025-03-15 05:00:00,11007.9
2025-03-15 05:15:00,11099.533333333333
2025-03-15 05:30:00,11235.933333333332
2025-03-15 05:45:00,11406.7
2025-03-15 06:00:00,11789.633333333333
2025-03-15 06:15:00,12037.366666666667
2025-03-15 06:30:00,12290.533333333333
2025-03-15 06:45:00,12551.566666666668
2025-03-15 07:00:00,12959.466666666667
2025-03-15 07:15:00,13222.133333333333
2025-03-15 07:30:00,13460.366666666667
2025-03-15 07:45:00,13634.1
2025-03-15 08:00:00,13772.1
2025-03-15 08:15:00,13846.666666666666
2025-03-15 08:30:00,13930.566666666668
2025-03-15 08:45:00,14021.566666666668
2025-03-15 09:00:00,13978.6
2025-03-15 09:15:00,13962.5
2025-03-15 09:30:00,13910.8
2025-03-15 09:45:00,13917.266666666666
2025-03-15 10:00:00,13817.433333333332
2025-03-15 10:15:00,13741.966666666667
2025-03-15 10:30:00,13690.766666666666
2025-03-15 10:45:00,13667.9
2025-03-15 11:00:00,13604.9
2025-03-15 11:15:00,13548.833333333334
2025-03-15 11:30:00,13508.866666666667
2025-03-15 11:45:00,13511.766666666666
2025-03-15 12:00:00,13456.9
2025-03-15 12:15:00,13398.1
2025-03-15 12:30:00,13338.733333333334
2025-03-15 12:45:00,13303.933333333332
2025-03-15 13:00:00,13334.133333333333
2025-03-15 13:15:00,13333.566666666668
2025-03-15 13:30:00,13299.666666666666
2025-03-15 13:45:00,13268.3
2025-03-15 14:00:00,13261.833333333334
2025-03-15 14:15:00,13246.766666666666
2025-03-15 14:30:00,13221.333333333334
2025-03-15 14:45:00,13221.466666666667
2025-03-15 15:00:00,13269.1
2025-03-15 15:15:00,13283.266666666666
2025-03-15 15:30:00,13333.2
2025-03-15 15:45:00,13390.366666666667
2025-03-15 16:00:00,13499.3
2025-03-15 16:15:00,13586.2
2025-03-15 16:30:00,13731.466666666667
2025-03-15 16:45:00,13991.966666666667
2025-03-15 17:00:00,14318.266666666666
2025-03-15 17:15:00,14617.9
2025-03-15 17:30:00,14883.8
2025-03-15 17:45:00,15114.666666666666
2025-03-15 18:00:00,15173.966666666667
2025-03-15 18:15:00,15265.366666666667
2025-03-15 18:30:00,15375.7
2025-03-15 18:45:00,15472.433333333332
2025-03-15 19:00:00,15410.366666666667
2025-03-15 19:15:00,15328.466666666667
2025-03-15 19:30:00,15223.166666666666
2025-03-15 19:45:00,15135.333333333334
2025-03-15 20:00:00,14935.333333333334
2025-03-15 20:15:00,14747.1
2025-03-15 20:30:00,14549.2
2025-03-15 20:45:00,14369.433333333332
2025-03-15 21:00:00,14129.733333333334
2025-03-15 21:15:00,13934.966666666667
2025-03-15 21:30:00,13731.233333333334
2025-03-15 21:45:00,13542.333333333334
2025-03-15 22:00:00,13292.433333333332
2025-03-15 22:15:00,13100.233333333334
2025-03-15 22:30:00,12883.733333333334
2025-03-15 22:45:00,12683.133333333333
2025-03-15 23:00:00,12504.833333333334
2025-03-15 23:15:00,12314.733333333334
2025-03-15 23:30:00,12113.566666666668
2025-03-15 23:45:00,11944.466666666667
