Load_data
time,load
2025-11-15 00:00:00,12583.0
2025-11-15 00:15:00,12416.333333333334
2025-11-15 00:30:00,12287.0
2025-11-15 00:45:00,12156.366666666667
2025-11-15 01:00:00,12035.933333333332
2025-11-15 01:15:00,11931.8
2025-11-15 01:30:00,11831.7
2025-11-15 01:45:00,11752.0
2025-11-15 02:00:00,11697.433333333332
2025-11-15 02:15:00,11642.666666666666
2025-11-15 02:30:00,11580.866666666667
2025-11-15 02:45:00,11531.5
2025-11-15 03:00:00,11505.766666666666
2025-11-15 03:15:00,11449.233333333334
2025-11-15 03:30:00,11417.466666666667
2025-11-15 03:45:00,11395.233333333334
2025-11-15 04:00:00,11438.966666666667
2025-11-15 04:15:00,11427.333333333334
2025-11-15 04:30:00,11445.366666666667
2025-11-15 04:45:00,11462.566666666668
2025-11-15 05:00:00,11580.5
2025-11-15 05:15:00,11674.8
2025-11-15 05:30:00,11806.4
2025-11-15 05:45:00,11995.2
2025-11-15 06:00:00,12415.333333333334
2025-11-15 06:15:00,12655.5
2025-11-15 06:30:00,12955.5
2025-11-15 06:45:00,13268.366666666667
2025-11-15 07:00:00,13873.0
2025-11-15 07:15:00,14245.333333333334
2025-11-15 07:30:00,14600.333333333334
2025-11-15 07:45:00,14911.6
2025-11-15 08:00:00,15224.466666666667
2025-11-15 08:15:00,15389.333333333334
2025-11-15 08:30:00,15524.066666666668
2025-11-15 08:45:00,15620.733333333334
2025-11-15 09:00:00,15659.433333333332
2025-11-15 09:15:00,15706.233333333334
2025-11-15 09:30:00,15663.6
2025-11-15 09:45:00,15658.333333333334
2025-11-15 10:00:00,15564.533333333333
2025-11-15 10:15:00,15511.633333333333
2025-11-15 10:30:00,15462.033333333333
2025-11-15 10:45:00,15440.9
2025-11-15 11:00:00,15392.366666666667
2025-11-15 11:15:00,15345.533333333333
2025-11-15 11:30:00,15329.066666666668
2025-11-15 11:45:00,15351.233333333334
2025-11-15 12:00:00,15344.433333333332
2025-11-15 12:15:00,15296.1
2025-11-15 12:30:00,15238.466666666667
2025-11-15 12:45:00,15233.0
2025-11-15 13:00:00,15298.5
2025-11-15 13:15:00,15331.966666666667
2025-11-15 13:30:00,15321.033333333333
2025-11-15 13:45:00,15308.8
2025-11-15 14:00:00,15376.933333333332
2025-11-15 14:15:00,15400.866666666667
2025-11-15 14:30:00,15405.466666666667
2025-11-15 14:45:00,15453.4
2025-11-15 15:00:00,15608.133333333333
2025-11-15 15:15:00,15695.4
2025-11-15 15:30:00,15802.533333333333
2025-11-15 15:45:00,15941.666666666666
2025-11-15 16:00:00,16118.933333333332
2025-11-15 16:15:00,16296.433333333332
2025-11-15 16:30:00,16538.333333333332
2025-11-15 16:45:00,16870.7
2025-11-15 17:00:00,17125.166666666668
2025-11-15 17:15:00,17369.4
2025-11-15 17:30:00,17445.3
2025-11-15 17:45:00,17416.9
2025-11-15 18:00:00,17131.8
2025-11-15 18:15:00,16915.9
2025-11-15 18:30:00,16733.133333333335
2025-11-15 18:45:00,16586.266666666666
2025-11-15 19:00:00,16396.266666666666
2025-11-15 19:15:00,16223.1
2025-11-15 19:30:00,16062.633333333333
2025-11-15 19:45:00,15965.533333333333
2025-11-15 20:00:00,15719.766666666666
2025-11-15 20:15:00,15536.933333333332
2025-11-15 20:30:00,15344.666666666666
2025-11-15 20:45:00,15178.2
2025-11-15 21:00:00,14961.7
2025-11-15 21:15:00,14772.333333333334
2025-11-15 21:30:00,14579.2
2025-11-15 21:45:00,14404.1
2025-11-15 22:00:00,14128.7
2025-11-15 22:15:00,13929.833333333334
2025-11-15 22:30:00,13691.4
2025-11-15 22:45:00,13514.766666666666
2025-11-15 23:00:00,13282.6
2025-11-15 23:15:00,13093.933333333332
2025-11-15 23:30:00,12912.233333333334
2025-11-15 23:45:00,12759.133333333333
