,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,-1368.696071992178,0.0,1368.696071992178,0.0,0.0,0.0,2.0795185410617565,3.591895661833943,1.0,0.0,1.0,4.488542254889378,78.98753878071203
1,-244.70553348552494,0.0,244.70553348552494,0.0,0.0,0.0,0.37179159376331267,0.6421854801366309,1.0,-0.5481729488996577,1.0,2.5934445718558456,56.487888616233825
2,-919.439870358536,0.0,919.439870358536,0.0,0.0,0.0,1.3969443596188826,2.412903893887161,1.0,5.094147959016883,1.0,10.014415998251248,90.961601737093
