date,requester0-0.time-based_0-stripList
2012-01-01,"[[1, '127.0.0.1', 5000, 'sender', 'ttyS31'], [1, '127.0.0.1', 5000, 'sender', 'ttyS30'], [1, '127.0.0.1', 5000, 'sender', 'ttyS29'], [1, '127.0.0.1', 5000, 'sender', 'ttyS28'], [1, '127.0.0.1', 5000, 'sender', 'ttyS27'], [1, '127.0.0.1', 5000, 'sender', 'ttyS26'], [1, '127.0.0.1', 5000, 'sender', 'ttyS25'], [1, '127.0.0.1', 5000, 'sender', 'ttyS24'], [1, '127.0.0.1', 5000, 'sender', 'ttyS23'], [1, '127.0.0.1', 5000, 'sender', 'ttyS22'], [1, '127.0.0.1', 5000, 'sender', 'ttyS21'], [1, '127.0.0.1', 5000, 'sender', 'ttyS20'], [1, '127.0.0.1', 5000, 'sender', 'ttyS19'], [1, '127.0.0.1', 5000, 'sender', 'ttyS18'], [1, '127.0.0.1', 5000, 'sender', 'ttyS17'], [1, '127.0.0.1', 5000, 'sender', 'ttyS16'], [1, '127.0.0.1', 5000, 'sender', 'ttyS15'], [1, '127.0.0.1', 5000, 'sender', 'ttyS14'], [1, '127.0.0.1', 5000, 'sender', 'ttyS13'], [1, '127.0.0.1', 5000, 'sender', 'ttyS12'], [1, '127.0.0.1', 5000, 'sender', 'ttyS11'], [1, '127.0.0.1', 5000, 'sender', 'ttyS10'], [1, '127.0.0.1', 5000, 'sender', 'ttyS9'], [1, '127.0.0.1', 5000, 'sender', 'ttyS8'], [1, '127.0.0.1', 5000, 'sender', 'ttyS7'], [1, '127.0.0.1', 5000, 'sender', 'ttyS6'], [1, '127.0.0.1', 5000, 'sender', 'ttyS5'], [1, '127.0.0.1', 5000, 'sender', 'ttyS4'], [1, '127.0.0.1', 5000, 'sender', 'ttyS3'], [1, '127.0.0.1', 5000, 'sender', 'ttyS2'], [1, '127.0.0.1', 5000, 'sender', 'ttyS1'], [1, '127.0.0.1', 5000, 'sender', 'ttyS0']]"
